record number,datetime,season,holiday,weather,temp,humidity,windspeed,casual,registered,all_users
5090,9/8/12 14:00,3,0,1,32,52,30.00,260,366,626
5091,5/4/11 10:00,2,0,2,8,93,19.00,5,26,31
5092,11/18/11 4:00,4,0,1,2,44,11.00,0,5,5
5093,3/19/11 4:00,1,0,1,17,34,28.00,1,2,3
5094,1/31/11 2:00,1,0,1,2,64,13.00,0,1,1
5095,12/22/11 9:00,1,0,2,10,87,6.00,10,218,228
5096,5/9/11 1:00,2,0,1,13,88,0.00,25,8,33
5097,12/7/11 23:00,4,0,1,3,93,26.00,0,16,16
5098,3/30/11 13:00,2,0,2,9,46,15.00,14,84,98
5099,7/13/12 21:00,3,0,1,27,54,0.00,76,223,299
5100,7/13/12 9:00,3,0,2,27,51,0.00,70,344,414
5101,11/26/11 16:00,4,0,2,14,47,9.00,137,137,274
5102,1/11/11 7:00,1,0,2,-1,55,0.00,2,96,98
5103,4/9/11 5:00,2,0,2,6,93,15.00,0,5,5
5104,4/23/12 6:00,2,0,2,6,81,20.00,1,43,44
5105,3/19/11 12:00,1,0,1,14,33,28.00,126,141,267
5106,8/22/12 14:00,3,0,1,29,45,7.00,82,184,266
5107,12/11/11 7:00,4,0,1,0,55,0.00,1,30,31
5108,12/23/12 21:00,1,0,1,3,70,0.00,4,38,42
5109,5/2/12 16:00,2,0,1,23,65,11.00,54,313,367
5110,7/19/11 1:00,3,0,2,28,66,9.00,7,6,13
5111,10/12/11 21:00,4,0,3,18,100,7.00,9,73,82
5112,9/28/12 9:00,4,0,2,22,83,7.00,27,399,426
5113,10/26/11 22:00,4,0,2,15,88,6.00,23,112,135
5114,3/5/11 4:00,1,0,2,6,93,11.00,0,1,1
5115,3/3/12 11:00,1,0,2,11,87,6.00,33,180,213
5116,5/23/12 1:00,2,0,1,21,83,11.00,23,9,32
5117,5/28/12 9:00,2,1,1,26,61,0.00,121,142,263
5118,3/10/12 4:00,1,0,1,3,41,24.00,1,3,4
5119,3/13/11 5:00,1,0,1,9,62,9.00,0,3,3
5120,7/20/11 14:00,3,0,1,34,53,15.00,44,83,127
5121,8/13/11 23:00,3,0,2,24,83,22.00,25,95,120
5122,4/29/12 15:00,2,0,1,19,37,9.00,279,324,603
5123,7/30/11 10:00,3,0,1,32,41,20.00,79,182,261
5124,9/13/12 21:00,3,0,1,22,65,7.00,26,291,317
5125,10/13/11 5:00,4,0,2,18,100,7.00,1,15,16
5126,7/24/11 14:00,3,0,1,34,50,19.00,79,204,283
5127,2/22/12 23:00,1,0,2,14,41,19.00,5,57,62
5128,6/26/11 3:00,3,0,1,21,64,7.00,12,22,34
5129,6/2/12 4:00,2,0,1,18,68,19.00,2,11,13
5130,2/7/11 21:00,1,0,1,7,70,0.00,3,75,78
5131,3/6/12 15:00,1,0,1,8,36,20.00,24,142,166
5132,5/4/11 9:00,2,0,3,8,93,24.00,5,34,39
5133,9/28/12 17:00,4,0,2,24,54,20.00,101,707,808
5134,8/4/11 0:00,3,0,2,25,89,6.00,2,15,17
5135,7/3/12 15:00,3,0,2,36,24,0.00,71,330,401
5136,12/3/12 5:00,4,0,1,8,93,6.00,0,38,38
5137,5/28/12 3:00,2,1,1,22,73,11.00,6,12,18
5138,5/4/12 2:00,2,0,1,20,83,9.00,0,11,11
5139,9/22/12 5:00,3,0,1,19,83,22.00,2,15,17
5140,11/30/11 23:00,4,0,1,5,52,19.00,4,46,50
5141,7/2/11 21:00,3,0,1,28,48,13.00,95,137,232
5142,8/30/11 17:00,3,0,1,27,42,13.00,61,546,607
5143,1/30/12 13:00,1,0,1,6,31,13.00,15,117,132
5144,4/13/11 6:00,2,0,3,10,94,15.00,1,33,34
5145,12/25/12 21:00,1,1,2,6,65,13.00,8,26,34
5146,10/13/12 19:00,4,0,1,13,44,11.00,73,259,332
5147,6/5/12 8:00,2,0,2,15,77,15.00,29,680,709
5148,11/9/11 5:00,4,0,1,6,87,0.00,0,28,28
5149,8/23/11 11:00,3,0,1,26,34,7.00,62,124,186
5150,4/5/11 22:00,2,0,1,7,49,20.00,3,43,46
5151,1/25/12 22:00,1,0,1,6,65,6.00,12,101,113
5152,6/27/11 15:00,3,0,2,28,55,0.00,76,125,201
5153,9/8/11 0:00,3,0,3,21,100,13.00,3,11,14
5154,1/1/12 8:00,1,0,1,4,87,7.00,4,10,14
5155,4/3/12 18:00,2,0,1,21,26,11.00,139,660,799
5156,2/28/11 3:00,1,0,3,7,93,11.00,0,1,1
5157,8/17/11 12:00,3,0,1,31,43,19.00,26,162,188
5158,12/19/11 12:00,4,0,1,6,61,22.00,13,128,141
5159,12/15/12 5:00,4,0,2,4,75,0.00,0,3,3
5160,10/2/11 3:00,4,0,3,8,87,19.00,4,5,9
5161,8/5/11 11:00,3,0,2,29,52,17.00,44,103,147
5162,6/28/12 18:00,3,0,1,34,25,15.00,100,597,697
5163,6/24/12 21:00,3,0,1,29,55,15.00,76,177,253
5164,2/3/11 15:00,1,0,1,2,37,22.00,4,56,60
5165,2/3/11 5:00,1,0,1,-1,50,20.00,0,2,2
5166,3/16/12 16:00,1,0,3,15,77,0.00,18,111,129
5167,4/12/12 22:00,2,0,1,12,35,13.00,15,142,157
5168,7/27/12 4:00,3,0,1,26,79,0.00,3,5,8
5169,10/6/11 3:00,4,0,1,13,67,15.00,1,4,5
5170,1/4/11 6:00,1,0,1,-3,74,7.00,0,36,36
5171,10/31/11 3:00,4,0,1,3,87,7.00,0,3,3
5172,6/28/11 11:00,3,0,1,32,46,0.00,49,116,165
5173,5/8/11 14:00,2,0,1,21,49,0.00,126,240,366
5174,4/16/12 23:00,2,1,1,26,45,20.00,24,97,121
5175,9/25/12 8:00,4,0,1,15,67,13.00,41,764,805
5176,9/30/12 11:00,4,0,1,21,43,15.00,222,369,591
5177,8/5/12 7:00,3,0,1,28,74,20.00,18,50,68
5178,3/3/12 3:00,1,0,2,9,93,11.00,1,20,21
5179,8/7/12 7:00,3,0,2,26,74,9.00,21,481,502
5180,5/18/12 11:00,2,0,1,22,43,0.00,109,225,334
5181,11/11/11 20:00,4,1,1,7,39,13.00,12,97,109
5182,6/30/11 3:00,3,0,1,21,60,11.00,2,7,9
5183,8/6/11 4:00,3,0,2,24,83,11.00,5,5,10
5184,9/8/11 15:00,3,0,3,24,89,20.00,24,114,138
5185,1/26/12 12:00,1,0,2,8,81,9.00,29,136,165
5186,12/2/11 11:00,4,0,1,8,66,11.00,18,141,159
5187,11/6/12 10:00,4,0,1,6,49,13.00,41,189,230
5188,11/9/11 23:00,4,0,1,10,87,0.00,5,61,66
5189,10/6/11 4:00,4,0,1,13,62,19.00,0,5,5
5190,12/20/12 15:00,4,0,2,8,57,13.00,33,216,249
5191,11/9/12 13:00,4,0,1,14,38,20.00,62,237,299
5192,8/29/12 13:00,3,0,1,28,42,0.00,68,232,300
5193,9/19/11 9:00,3,0,2,18,68,11.00,32,183,215
5194,7/25/11 0:00,3,0,2,29,70,0.00,17,17,34
5195,6/8/12 9:00,2,0,1,22,53,11.00,47,334,381
5196,4/1/12 9:00,2,0,2,9,81,9.00,102,173,275
5197,8/27/11 14:00,3,0,3,23,89,37.00,4,19,23
5198,12/5/11 5:00,4,0,1,6,87,7.00,1,24,25
5199,1/5/12 14:00,1,0,1,8,39,19.00,13,104,117
5200,4/16/11 9:00,2,0,3,11,100,20.00,2,27,29
5201,1/27/12 4:00,1,0,2,11,100,20.00,1,3,4
5202,10/27/11 17:00,4,0,2,16,72,31.00,31,291,322
5203,10/2/11 5:00,4,0,1,7,87,19.00,0,7,7
5204,11/8/12 18:00,4,0,1,11,24,28.00,16,491,507
5205,12/9/11 16:00,4,0,1,9,62,9.00,24,224,248
5206,8/12/12 15:00,3,0,1,29,40,9.00,235,342,577
5207,5/31/12 13:00,2,0,1,28,35,9.00,77,216,293
5208,10/12/12 22:00,4,0,1,11,47,20.00,17,143,160
5209,8/23/12 19:00,3,0,1,27,51,6.00,96,537,633
5210,6/11/11 6:00,2,0,1,26,61,9.00,9,31,40
5211,6/17/12 10:00,2,0,1,20,64,0.00,148,287,435
5212,8/15/12 20:00,3,0,1,26,61,9.00,72,355,427
5213,8/16/12 10:00,3,0,1,28,48,9.00,78,121,199
5214,6/19/11 2:00,2,0,1,25,74,6.00,13,59,72
5215,4/21/11 15:00,2,0,1,17,29,28.00,69,166,235
5216,11/13/12 19:00,4,0,1,7,49,24.00,12,344,356
5217,5/3/11 4:00,2,0,1,17,88,15.00,3,1,4
5218,12/13/11 23:00,4,0,1,4,70,0.00,4,54,58
5219,2/20/11 21:00,1,0,2,7,53,0.00,17,39,56
5220,12/23/12 3:00,1,0,1,1,51,9.00,0,9,9
5221,8/6/12 11:00,3,0,1,29,66,9.00,108,152,260
5222,8/25/11 9:00,3,0,2,27,70,20.00,21,140,161
5223,9/3/12 15:00,3,1,1,28,70,15.00,168,281,449
5224,2/24/11 10:00,1,0,2,4,70,19.00,8,49,57
5225,1/13/11 6:00,1,0,1,-3,54,9.00,0,28,28
5226,11/28/12 1:00,4,0,2,4,75,15.00,0,12,12
5227,4/15/12 13:00,2,0,1,24,44,19.00,298,381,679
5228,11/11/12 2:00,4,0,1,7,87,7.00,12,58,70
5229,12/27/12 5:00,1,0,1,3,75,11.00,1,10,11
5230,2/11/12 8:00,1,0,3,2,93,9.00,1,77,78
5231,3/12/11 13:00,1,0,1,9,51,24.00,62,95,157
5232,3/14/12 0:00,1,0,1,18,60,7.00,5,34,39
5233,12/22/12 8:00,1,0,1,4,44,41.00,0,29,29
5234,8/24/11 7:00,3,0,1,21,64,6.00,11,296,307
5235,6/1/12 16:00,2,0,3,28,58,30.00,35,186,221
5236,3/1/12 15:00,1,0,1,21,31,17.00,31,192,223
5237,9/2/11 8:00,3,0,1,22,78,13.00,22,431,453
5238,10/1/11 19:00,4,0,2,10,82,13.00,27,98,125
5239,1/29/11 12:00,1,0,2,1,59,13.00,12,66,78
5240,6/16/11 2:00,2,0,1,21,56,6.00,1,4,5
5241,9/19/11 17:00,3,0,2,20,64,9.00,85,483,568
5242,3/28/12 18:00,2,0,1,21,60,15.00,61,580,641
5243,4/26/12 0:00,2,0,2,15,63,0.00,1,42,43
5244,9/12/12 11:00,3,0,1,24,50,13.00,51,181,232
5245,8/16/11 14:00,3,0,1,29,45,28.00,65,117,182
5246,9/14/12 4:00,3,0,1,18,77,0.00,1,11,12
5247,6/25/11 23:00,3,0,2,24,50,20.00,49,130,179
5248,6/18/12 5:00,2,0,3,17,83,9.00,1,21,22
5249,7/14/11 12:00,3,0,1,28,35,17.00,51,172,223
5250,5/5/11 14:00,2,0,1,18,28,30.00,19,134,153
5251,9/21/12 22:00,3,0,1,21,73,13.00,47,248,295
5252,6/3/12 9:00,2,0,1,21,46,13.00,70,230,300
5253,12/21/11 5:00,1,0,2,10,82,7.00,0,28,28
5254,3/7/11 13:00,1,0,1,7,36,26.00,15,54,69
5255,12/11/11 21:00,4,0,1,2,55,0.00,10,53,63
5256,1/31/11 22:00,1,0,2,-1,59,7.00,0,34,34
5257,11/24/12 19:00,4,0,1,4,41,17.00,9,74,83
5258,9/30/11 1:00,4,0,1,17,77,6.00,5,18,23
5259,1/16/11 21:00,1,0,1,0,51,11.00,6,22,28
5260,4/14/11 7:00,2,0,1,10,66,0.00,11,180,191
5261,12/30/11 20:00,1,0,2,8,66,7.00,16,75,91
5262,5/12/12 16:00,2,0,2,26,21,13.00,254,337,591
5263,9/25/11 14:00,4,0,2,24,78,0.00,116,231,347
5264,12/14/11 0:00,4,0,1,4,75,0.00,0,22,22
5265,1/9/12 0:00,1,0,1,3,60,15.00,3,12,15
5266,6/19/11 4:00,2,0,2,24,74,9.00,7,10,17
5267,4/16/12 18:00,2,1,1,31,31,26.00,87,588,675
5268,4/21/11 2:00,2,0,1,16,42,26.00,3,10,13
5269,5/23/12 17:00,2,0,3,23,69,7.00,45,239,284
5270,3/31/12 20:00,2,0,2,11,71,22.00,52,156,208
5271,8/27/12 6:00,3,0,1,22,88,0.00,4,141,145
5272,11/4/11 19:00,4,0,1,11,37,24.00,14,181,195
5273,1/20/11 21:00,1,0,2,3,60,17.00,3,53,56
5274,7/3/11 16:00,3,0,1,33,53,20.00,195,219,414
5275,6/21/11 13:00,3,0,1,28,66,11.00,48,157,205
5276,5/12/11 15:00,2,0,2,23,53,17.00,54,163,217
5277,8/24/12 4:00,3,0,2,23,73,0.00,2,6,8
5278,6/25/11 12:00,3,0,1,28,40,19.00,140,251,391
5279,1/31/12 10:00,1,0,2,7,57,13.00,34,110,144
5280,9/22/11 11:00,3,0,2,23,89,13.00,23,141,164
5281,2/7/11 19:00,1,0,2,7,70,0.00,5,121,126
5282,1/10/12 20:00,1,0,1,8,53,7.00,10,190,200
5283,11/15/12 8:00,4,0,2,6,61,15.00,21,625,646
5284,10/22/11 1:00,4,0,1,11,62,13.00,20,50,70
5285,9/19/12 7:00,3,0,1,17,63,15.00,16,529,545
5286,10/24/11 9:00,4,0,2,13,82,11.00,29,166,195
5287,1/25/12 23:00,1,0,2,5,65,0.00,3,63,66
5288,4/20/12 22:00,2,0,1,18,68,17.00,26,176,202
5289,1/17/12 11:00,1,0,2,8,87,7.00,2,73,75
5290,1/17/12 19:00,1,0,1,14,63,28.00,11,297,308
5291,2/1/12 3:00,1,0,1,13,44,13.00,0,3,3
5292,1/22/11 23:00,1,0,1,-7,57,7.00,2,31,33
5293,3/18/11 5:00,1,0,1,10,66,11.00,2,8,10
5294,12/7/12 0:00,4,0,1,3,70,7.00,3,45,48
5295,7/27/12 5:00,3,0,1,26,84,0.00,3,34,37
5296,5/31/12 9:00,2,0,1,24,47,17.00,47,264,311
5297,5/29/12 1:00,2,0,1,26,79,13.00,1,13,14
5298,10/15/12 21:00,4,0,1,17,59,22.00,16,190,206
5299,7/8/11 2:00,3,0,2,26,74,11.00,10,12,22
5300,10/26/11 23:00,4,0,2,15,88,6.00,3,72,75
5301,1/31/11 12:00,1,0,2,0,55,7.00,6,62,68
5302,12/3/11 15:00,4,0,1,10,46,0.00,100,236,336
5303,1/16/12 12:00,1,1,1,1,55,22.00,20,165,185
5304,8/10/12 2:00,3,0,1,26,74,11.00,6,14,20
5305,6/16/11 18:00,2,0,1,23,83,15.00,26,298,324
5306,4/29/11 3:00,2,0,1,14,59,6.00,1,4,5
5307,4/13/11 15:00,2,0,2,13,72,19.00,12,69,81
5308,9/24/11 4:00,4,0,1,19,94,7.00,1,7,8
5309,11/30/11 3:00,4,0,1,7,70,11.00,0,1,1
5310,5/20/11 21:00,2,0,1,19,64,7.00,40,155,195
5311,1/18/12 10:00,1,0,1,6,42,31.00,5,88,93
5312,12/1/11 4:00,4,0,1,4,56,19.00,0,1,1
5313,11/20/12 11:00,4,0,2,12,67,6.00,45,160,205
5314,2/12/12 8:00,1,0,1,-5,53,17.00,0,26,26
5315,6/28/12 12:00,3,0,1,33,26,19.00,49,227,276
5316,3/29/11 19:00,2,0,1,8,23,13.00,20,169,189
5317,4/18/12 16:00,2,0,2,12,77,15.00,36,199,235
5318,7/22/12 19:00,3,0,1,27,70,11.00,180,342,522
5319,7/8/11 22:00,3,0,2,24,78,13.00,33,136,169
5320,12/18/11 8:00,4,0,1,1,69,0.00,1,31,32
5321,1/20/12 1:00,1,0,1,4,48,9.00,0,15,15
5322,5/3/12 9:00,2,0,2,15,88,7.00,25,279,304
5323,3/23/11 21:00,2,0,3,7,100,28.00,0,22,22
5324,12/15/12 22:00,4,0,1,9,62,13.00,22,134,156
5325,6/26/12 9:00,3,0,1,20,46,28.00,30,298,328
5326,11/21/12 1:00,4,0,1,7,81,7.00,1,13,14
5327,7/17/12 14:00,3,0,1,38,29,17.00,54,160,214
5328,4/29/11 6:00,2,0,1,16,45,19.00,4,66,70
5329,10/1/11 5:00,4,0,2,13,62,20.00,1,4,5
5330,3/8/11 23:00,1,0,1,5,61,13.00,3,38,41
5331,5/6/11 15:00,2,0,1,21,38,26.00,89,171,260
5332,3/26/11 0:00,2,0,2,4,38,19.00,3,25,28
5333,5/27/11 5:00,2,0,1,23,65,19.00,2,29,31
5334,12/16/11 17:00,4,0,2,7,45,19.00,13,350,363
5335,12/26/12 18:00,1,0,3,5,93,20.00,1,42,43
5336,7/21/12 4:00,3,0,3,20,88,19.00,11,5,16
5337,7/3/11 2:00,3,0,1,26,58,13.00,19,50,69
5338,2/13/12 22:00,1,0,1,4,56,7.00,3,99,102
5339,7/17/11 0:00,3,0,1,24,65,15.00,34,91,125
5340,7/16/12 0:00,3,0,3,27,79,7.00,11,32,43
5341,6/25/12 12:00,3,0,2,29,45,20.00,74,196,270
5342,11/1/12 22:00,4,0,1,9,57,11.00,27,175,202
5343,5/28/12 7:00,2,1,1,22,78,7.00,24,43,67
5344,12/2/11 15:00,4,0,1,12,41,6.00,24,175,199
5345,6/7/12 4:00,2,0,1,14,88,7.00,0,6,6
5346,1/18/12 15:00,1,0,1,6,33,35.00,8,122,130
5347,4/14/11 6:00,2,0,1,8,76,7.00,4,66,70
5348,6/8/11 18:00,2,0,1,36,37,15.00,61,397,458
5349,10/17/12 12:00,4,0,2,17,48,11.00,71,261,332
5350,7/3/11 21:00,3,0,2,24,83,11.00,75,92,167
5351,2/8/12 6:00,1,0,2,3,70,0.00,3,94,97
5352,7/5/11 18:00,3,0,1,31,55,11.00,70,424,494
5353,12/27/11 8:00,1,0,2,6,65,11.00,9,154,163
5354,11/24/12 21:00,4,0,1,3,44,13.00,9,66,75
5355,6/28/11 1:00,3,0,1,24,74,0.00,5,8,13
5356,12/10/11 0:00,4,0,2,4,81,7.00,11,66,77
5357,1/16/11 12:00,1,0,1,3,41,19.00,29,75,104
5358,9/11/11 6:00,3,0,1,20,88,7.00,4,16,20
5359,7/5/12 9:00,3,0,1,33,49,20.00,47,246,293
5360,4/29/11 18:00,2,0,1,17,48,24.00,55,383,438
5361,12/14/12 8:00,4,0,1,1,69,6.00,13,623,636
5362,1/19/12 15:00,1,0,1,4,44,20.00,9,118,127
5363,11/12/11 17:00,4,0,1,16,34,17.00,92,193,285
5364,12/25/12 14:00,1,1,1,10,46,20.00,58,68,126
5365,4/5/12 17:00,2,0,1,16,31,11.00,145,676,821
5366,4/7/11 0:00,2,0,1,14,41,19.00,5,15,20
5367,5/16/11 4:00,2,0,1,16,100,9.00,1,5,6
5368,8/25/12 14:00,3,0,3,24,65,17.00,150,332,482
5369,4/19/12 13:00,2,0,1,19,46,0.00,52,186,238
5370,4/17/12 2:00,2,0,1,19,83,7.00,1,3,4
5371,10/12/12 12:00,4,0,1,18,39,31.00,75,312,387
5372,4/18/11 23:00,2,0,1,16,59,17.00,11,35,46
5373,7/29/12 11:00,3,0,1,29,55,15.00,183,326,509
5374,4/13/12 0:00,2,0,1,11,37,17.00,14,41,55
5375,4/21/12 15:00,2,0,1,27,39,17.00,267,361,628
5376,11/11/12 23:00,4,0,1,12,71,13.00,16,93,109
5377,5/30/11 17:00,2,1,1,34,41,15.00,102,202,304
5378,12/17/11 1:00,4,0,2,6,52,17.00,4,39,43
5379,8/12/12 5:00,3,0,1,23,61,13.00,1,9,10
5380,3/26/12 19:00,2,0,1,12,24,24.00,41,417,458
5381,11/22/12 3:00,4,1,1,3,75,7.00,0,6,6
5382,3/23/12 8:00,2,0,2,16,94,9.00,47,614,661
5383,11/4/12 17:00,4,0,1,9,43,13.00,57,270,327
5384,8/22/11 6:00,3,0,1,24,61,20.00,6,106,112
5385,4/17/11 17:00,2,0,1,19,30,30.00,143,163,306
5386,6/13/11 16:00,2,0,1,26,37,28.00,64,262,326
5387,1/2/12 9:00,1,1,1,3,35,0.00,15,53,68
5388,6/20/11 16:00,2,0,1,26,58,11.00,61,237,298
5389,6/26/11 17:00,3,0,2,27,42,11.00,178,243,421
5390,5/29/12 13:00,2,0,1,32,52,26.00,63,175,238
5391,1/27/11 18:00,1,0,1,1,69,6.00,3,101,104
5392,10/1/11 1:00,4,0,1,15,67,22.00,11,47,58
5393,8/19/12 5:00,3,0,2,21,73,9.00,3,8,11
5394,11/23/11 19:00,4,0,1,10,58,26.00,6,116,122
5395,5/2/11 5:00,2,0,2,13,77,9.00,4,16,20
5396,8/20/11 15:00,3,0,1,31,43,13.00,175,215,390
5397,9/9/11 16:00,3,0,1,28,66,9.00,41,244,285
5398,3/26/12 15:00,2,0,1,15,29,41.00,66,156,222
5399,2/22/12 22:00,1,0,2,13,47,17.00,18,129,147
5400,3/10/12 13:00,1,0,1,7,29,19.00,89,267,356
5401,9/21/11 8:00,3,0,2,18,100,7.00,18,440,458
5402,1/29/12 23:00,1,0,1,6,33,22.00,4,21,25
5403,7/28/12 2:00,3,0,1,27,70,0.00,14,76,90
5404,2/16/11 8:00,1,0,2,2,55,11.00,6,222,228
5405,2/28/12 13:00,1,0,1,9,32,7.00,16,174,190
5406,11/8/11 12:00,4,0,1,17,52,9.00,28,175,203
5407,11/6/12 9:00,4,0,1,4,60,11.00,25,338,363
5408,5/20/11 18:00,2,0,1,21,56,11.00,79,393,472
5409,8/6/12 12:00,3,0,2,30,55,6.00,72,213,285
5410,6/25/12 13:00,3,0,1,27,51,20.00,79,180,259
5411,10/11/12 8:00,4,0,1,10,46,26.00,25,773,798
5412,5/15/12 21:00,2,0,3,23,73,19.00,11,98,109
5413,2/17/12 7:00,1,0,2,5,93,7.00,4,222,226
5414,1/14/12 8:00,1,0,1,-3,54,7.00,3,89,92
5415,2/17/11 9:00,1,0,1,9,57,13.00,16,163,179
5416,4/7/11 18:00,2,0,1,15,55,17.00,68,264,332
5417,6/28/12 17:00,3,0,1,35,22,13.00,71,633,704
5418,9/16/11 6:00,3,0,1,10,71,15.00,6,85,91
5419,12/12/12 11:00,4,0,2,7,49,15.00,24,148,172
5420,2/11/11 1:00,1,0,1,-4,54,6.00,1,6,7
5421,12/5/12 3:00,4,0,1,15,67,9.00,0,7,7
5422,5/8/11 19:00,2,0,1,19,64,0.00,61,178,239
5423,6/22/12 11:00,3,0,1,31,49,11.00,75,158,233
5424,3/17/11 9:00,1,0,1,11,62,17.00,23,161,184
5425,6/14/11 3:00,2,0,1,20,53,22.00,1,1,2
5426,7/3/12 6:00,3,0,1,26,65,9.00,5,149,154
5427,11/15/12 13:00,4,0,2,10,54,7.00,20,197,217
5428,10/8/11 8:00,4,0,1,14,82,0.00,14,89,103
5429,5/23/12 14:00,2,0,1,25,65,9.00,67,180,247
5430,8/5/11 15:00,3,0,1,29,55,17.00,50,160,210
5431,4/18/11 2:00,2,0,1,12,67,7.00,14,2,16
5432,6/7/12 13:00,2,0,1,26,37,19.00,65,250,315
5433,7/24/12 21:00,3,0,1,28,66,15.00,53,325,378
5434,12/23/12 22:00,1,0,1,3,60,7.00,5,53,58
5435,9/15/11 0:00,3,0,1,23,69,9.00,3,34,37
5436,10/1/12 19:00,4,0,2,18,68,7.00,33,483,516
5437,5/19/11 6:00,2,0,2,16,94,0.00,17,86,103
5438,5/29/12 14:00,2,0,1,32,52,28.00,80,158,238
5439,6/17/11 2:00,2,0,1,19,94,7.00,2,11,13
5440,5/27/12 23:00,2,0,3,22,83,9.00,31,65,96
5441,3/29/11 0:00,2,0,1,4,28,22.00,1,15,16
5442,9/2/11 2:00,3,0,3,22,73,7.00,9,11,20
5443,3/22/11 18:00,2,0,1,15,44,6.00,41,270,311
5444,1/30/11 10:00,1,0,2,0,80,0.00,7,57,64
5445,10/9/11 17:00,4,0,1,22,61,7.00,208,230,438
5446,7/16/11 2:00,3,0,1,21,73,9.00,10,48,58
5447,4/17/12 5:00,2,0,1,21,53,17.00,1,29,30
5448,11/25/12 7:00,4,0,2,2,51,7.00,2,19,21
5449,6/26/11 16:00,3,0,1,28,42,13.00,177,278,455
5450,5/7/12 5:00,2,0,1,14,88,7.00,2,21,23
5451,5/9/11 14:00,2,0,1,22,41,15.00,44,118,162
5452,3/23/11 2:00,2,0,3,8,76,15.00,1,1,2
5453,4/16/12 14:00,2,1,1,29,45,22.00,105,183,288
5454,7/5/11 23:00,3,0,1,28,66,11.00,19,54,73
5455,8/3/12 4:00,3,0,1,24,83,17.00,1,11,12
5456,3/25/12 8:00,2,0,2,11,94,22.00,21,68,89
5457,2/4/12 7:00,1,0,2,3,87,9.00,1,27,28
5458,12/2/12 12:00,4,0,2,8,81,11.00,111,409,520
5459,1/26/12 9:00,1,0,2,6,81,0.00,18,255,273
5460,8/9/11 20:00,3,0,1,31,43,13.00,34,258,292
5461,7/12/11 13:00,3,0,1,34,47,15.00,32,103,135
5462,9/29/11 20:00,4,0,1,21,53,6.00,39,234,273
5463,4/18/12 20:00,2,0,2,12,77,7.00,8,250,258
5464,8/30/12 7:00,3,0,1,23,73,0.00,31,501,532
5465,7/25/11 23:00,3,0,1,26,84,6.00,23,64,87
5466,3/23/12 4:00,2,0,2,16,94,7.00,0,3,3
5467,8/6/12 5:00,3,0,1,26,79,13.00,2,23,25
5468,11/15/11 6:00,4,0,2,19,64,6.00,4,103,107
5469,4/25/12 10:00,2,0,1,17,34,0.00,44,138,182
5470,1/22/11 15:00,1,0,1,-3,28,0.00,10,93,103
5471,4/23/12 15:00,2,0,2,9,62,26.00,11,100,111
5472,7/18/12 4:00,3,0,1,27,70,9.00,0,6,6
5473,12/28/11 1:00,1,0,1,7,76,11.00,0,12,12
5474,1/27/12 13:00,1,0,1,16,59,31.00,26,175,201
5475,1/18/12 11:00,1,0,1,6,42,26.00,4,110,114
5476,11/13/12 13:00,4,0,1,8,53,17.00,30,188,218
5477,8/5/11 21:00,3,0,1,26,65,13.00,54,119,173
5478,2/9/12 0:00,1,0,2,3,87,11.00,3,23,26
5479,11/22/11 9:00,4,0,3,11,94,0.00,2,147,149
5480,12/4/12 15:00,4,0,2,21,49,17.00,56,244,300
5481,5/14/11 5:00,2,0,2,16,82,7.00,7,7,14
5482,2/6/12 18:00,1,0,1,10,43,15.00,11,425,436
5483,4/8/12 18:00,2,0,1,22,25,22.00,151,159,310
5484,10/6/11 19:00,4,0,1,17,59,7.00,38,305,343
5485,3/29/12 13:00,2,0,1,14,44,22.00,50,223,273
5486,7/6/11 14:00,3,0,1,29,66,19.00,50,111,161
5487,1/14/12 12:00,1,0,1,2,41,17.00,30,189,219
5488,9/14/12 12:00,3,0,2,26,54,13.00,119,290,409
5489,2/7/11 11:00,1,0,1,6,65,6.00,11,36,47
5490,11/13/11 21:00,4,0,1,15,36,17.00,19,76,95
5491,8/19/11 6:00,3,0,1,23,83,0.00,2,90,92
5492,9/23/12 14:00,4,0,1,21,38,13.00,266,400,666
5493,4/5/12 3:00,2,0,1,12,41,20.00,0,5,5
5494,2/2/11 6:00,1,0,3,2,93,7.00,1,17,18
5495,10/26/11 10:00,4,0,2,17,62,17.00,26,105,131
5496,2/21/11 8:00,1,1,2,7,57,20.00,7,56,63
5497,3/3/11 11:00,1,0,1,1,29,6.00,10,40,50
5498,7/31/12 13:00,3,0,1,31,55,19.00,69,219,288
5499,5/12/12 6:00,2,0,1,12,67,6.00,10,23,33
5500,9/19/12 19:00,3,0,1,19,43,15.00,72,539,611
5501,10/7/12 9:00,4,0,3,11,71,9.00,16,70,86
5502,6/26/11 19:00,3,0,2,27,48,9.00,89,227,316
5503,10/1/12 23:00,4,0,3,18,77,0.00,17,88,105
5504,10/24/11 20:00,4,0,1,15,82,7.00,11,117,128
5505,7/15/12 14:00,3,0,1,36,37,17.00,162,314,476
5506,12/11/12 17:00,4,0,1,7,53,15.00,21,580,601
5507,5/7/12 10:00,2,0,2,17,77,13.00,62,127,189
5508,1/14/11 23:00,1,0,2,0,55,0.00,1,26,27
5509,7/30/11 3:00,3,0,1,28,62,11.00,18,25,43
5510,9/17/11 5:00,3,0,1,14,72,11.00,2,3,5
5511,6/10/11 18:00,2,0,1,31,59,15.00,96,367,463
